Job_Name,Company,City,Job_type,Employees,Followers,Applicants,Industry,Level,Involvment,skills,Job_skills,skills_skills,Class
IT Delivery,Infosys BPM,Bengaluru,Hybrid,0.538614821,0.387241854,65,Information Technology & Services , Mid-Senior level,Full-time ,application architecture change impact analysis design specifications engineering documentation high-level design level design service-level agreements (sla) test planning test scripts timelines,"'design specifications', 'unit test', 'understand', 'develop', 'code', 'documentation', 'unit', 'slas'","'level design', 'sla', 'test planning test scripts timelines'",Class 1
Engineer - Field Services,Wabtec Corporation,Tamil Nadu,On-site,0.538614821,0.080346489,48,Railroad Manufacture , Entry level,Full-time ,academic background reliability site management spares warranty,"'deliver', 'support', 'locomotive', 'execute', 'customer', 'provide', 'quality', 'ensure', 'warranty', 'ensure', 'spares', 'warranty', 'ensure', 'challenge customer', 'responsible', 'ehs', 'environment', 'health', 'safety', 'participate', 'qrqc', 'quick response quality control', 'failure reporting analysis', 'corrective action system', 'fracas', 'periodic', 'customer', 'degree', 'diploma', 'engineering'","'academic', 'background', 'spares warranty'",Class 1
GM - Zonal Operations,Vodafone Idea Limited,Tezpur,On-site,0.538614821,0.366888481,123,Telecommunications , Mid-Senior level,Full-time ,channel account management coaching customer satisfaction debt management distribution requirements planning g&a m3 market knowledge service delivery team management,"'achieve', 'vas', 'distribution', 'retail', 'direct', 'enterprise', 'sme', 'achieve', 'vms', 'advms', 'deliver', 'revenue market share', 'rms', 'achieve', 'achieve', 'coca', 'personnel', 'manage', 'ensure', 'bad', 'collection', 'manage', 'coaching', 'cs', 'sales', 'graduate', 'mba', 'english'","'channel', 'account management coaching customer', 'market knowledge service delivery team'",Class 1
Lead I - Software Engineering,UST,Thiruvananthapuram,Hybrid,0.538614821,0.349150987,5,Information Technology & Services , Mid-Senior level,Full-time ,asp.net angular content management systems (cms) design patterns helix javascript frameworks kentico model-view-controller (mvc) platform development sitecore,"'translate', 'sitecore experience platform', 'provide', 'wcm'","'cms', 'patterns helix', 'javascript frameworks kentico', 'mvc', 'platform development sitecore'",Class 1
Manager - Territory Sales,Vodafone Idea Limited,Jorhat,Hybrid,0.538614821,0.366888481,185,Telecommunications , Associate,Full-time ,fast-moving consumer goods (fmcg) team motivation telco,"'tsm', 'channel partners', 'salesmen', 'deliver', 'appoint', 'channel partners', 'ensure', 'dse', 'expand', 'visit', 'pjp', 'drive', 'telco/fmcg', 'effective distributor management', 'motivate', 'graduate', 'mba', 'english', 'can'","'consumer goods', 'fmcg', 'team motivation telco'",Class 1
Customer Success Manager,Basware,Chandigarh,Hybrid,0.053909953,0.018184947,189,Information Technology & Services , Mid-Senior level,Full-time ,business intelligence (bi) business relationship management communication customer relationship management (crm) customer satisfaction customer success security awareness strategy implementation technology adoption value creation,"'create', 'plan', 'basware', 'calls', 'be', 'basware', 'develop', 'provide', 'basware', 'customer', 'create', 'full', 'use cta', 'playbooks', 'customer', 'accountable', 'use', 'action', 'experience', 'experience', 'saas', 'experience', 'continuous', 'ability', 'solution', 'experience', 'compliance', 'security', 'good', 'english', 'can', 'can', 'basware', 'understand', 'industry', 'use'","'business', 'intelligence', 'business relationship', 'crm'",Class 2
Branch Incharge,Lakshya,Ernakulam,On-site,0.010825075,0.0017095,118,Education Management , Mid-Senior level,Full-time ,budgeting communication faculty management management operational activities operations quality assurance salary sales supervisory skills,'maintain',"'communication faculty management management operational activities operations quality assurance', 'supervisory skills'",Class 2
Intern,Light Up (Emotions Matter Foundation),New Delhi,Hybrid,0.000592417,0.000195044,20,Education Management ,Internship,Internship,human resources (hr)communication content development data analysis fundraising microsoft powerpoint nonprofit organizations presentation skills project management research strategic planning,"'content', 'research team', 'content', 'communication team', 'research', 'data collection team', 'fundraising research team', 'outreach team', 'community learning', 'field', 'access', 'mentorship', 'knowledge resources', 'access', 'transformative', 'technical skills', 'lor', 'lor', 'strong', 'strong', 'young'","'communication content', 'microsoft', 'powerpoint nonprofit organizations', 'skills project'",Class 2
Field Service Representative - Reciprocating Compressors,Siemens Energy,Ahmedabad,On-site,0.538614821,0.36099128,57,Renewables & Environment , Associate,Full-time ,compressor isometric isometric drawings loto oil & gas piping and instrumentation drawing (p&id) reciprocating soft skills spare parts troubleshooting,"'mechanical', 'minimum', 'oil', 'gas field.', 'power point', 'basic knowledge', 'ehs', 'oil', 'gas', 'good knowledge', 'erection', 'drivers', 'engine', 'motors', 'trouble shooting', 'compressors', 'divers', 'process', 'oem', 'able', 'foundation', 'ga', 'site report', 'weekly', 'field', 'ensure', 'awareness', 'ptw', 'tbt', 'loto', 'process isolation', 'travel', 'spare parts', 'customer handling', 'crew handling', 'lstk'","'compressor', 'isometric isometric drawings', 'gas piping', 'instrumentation', 'soft skills spare parts'",Class 1
Facilities Coordinator,JLL,Bengaluru,On-site,0.538614821,0.867370353,3,Real Estate , Entry level,Full-time ,communication customer satisfaction housekeeping incident reporting key performance indicators occupational health receptionist duties service levels service-level agreements (sla) vendor management,"'work', 'dynamicshere', 'india', 'asia', 'jll', 'asia', 'jll', 'jll', 'supportyou', 'site manager', 'needsat', 'jll', 'facilities coordinator', 'likewise', 'jll', 'enthusiastit', 'jll', 'total rewards program'","'duties service levels', 'sla', 'vendor management'",Class 3
Mts Software Engineer (Angularjs),NetApp,Bangalore Rural,On-site,0.538614821,0.151044057,52,Information Technology & Services , Mid-Senior level,Full-time ,aws command line interface (cli) angular command line interface (cli) angularjs cascading style sheets (css) gulp.js representational state transfer (rest) soap style sheets technical discussions web services,"'work', 'security solutions', 'coding', 'testing', 'automation', 'critical', 'participate', 'business units', 'provide', 'experience', 'experience', 'experience', 'cli', 'object oriented', 'js', 'experience', 'pure javascript', 'soap', 'restful', 'hyper', 'aws', 'azure', 'google', 'strong', 'ability', 'follow', 'resourceful', 'science degree', 'electrical', 'demonstrated'","'aws', 'command line', 'cli', 'angular command line interface', 'cli', 'angularjs', 'css', 'rest', 'soap style sheets technical discussions web services'",Class 1
Senior Engineer - Process - Genesis,Technip Energies,Chennai,On-site,0.538614821,0.12820101,27,Information Technology & Services , Mid-Senior level,Full-time ,commissioning conceptual studies design documents feasibility studies flow assurance pipenet pipesim process engineering process equipment technical manuals,"'feasibility study', 'conceptual study', 'revamp study', 'basic engineering', 'lead', 'accountable', 'prepare', 'pfd', 'p', 'id', 'material', 'p', 'diagrams', 'equipment', 'equipment', 'process', 'equipment', 'hydraulics calculation', 'control valve calculation', 'safety relief load', 'control', 'cause', 'effect', 'utility', 'chemical', 'effluent', 'refer', 'review', 'performance guarantee test run', 'sites', 'work', 'chemical', 'process', 'feasibility', 'oil', 'gas', 'refining', 'ethylene', 'petrochemicals', 'carbon', 'desired skills', 'process', 'aspen', 'pro', 'htri', 'pipenet', 'flarenet', 'additional', 'olga'","'conceptual studies', 'pipesim process engineering process equipment technical'",Class 1
Assistant Manager-Ops - Healthcare,WNS,Visakhapatnam,On-site,0.538614821,0.388848095,189,Outsourcing/Offshoring , Mid-Senior level,Full-time ,customer relationship management (crm) healthcare information security standards managing workflow medical billing network security service-level agreements (sla) standard operating procedure (sop),"'company', 'descriptionwns', 'holdings', 'limited', 'nyse', 'business process management', 'bpm', 'travel', 'insurance', 'banking', 'financial services', 'manufacturing', 'retail', 'consumer packaged goods', 'shipping', 'logistics', 'healthcare'","'customer', 'relationship management', 'crm', 'healthcare information security standards managing workflow medical billing network security', 'sla', 'standard operating procedure', 'sop'",Class 1
Specialist MS&T,Novartis India,Hyderabad,On-site,0.538614821,0.019229004,30,Pharmaceuticals , Associate,Full-time ,cleaning validation corrective and preventive action (capa) incident investigation minitab process validation root cause root cause analysis statistical analysis statistical analysis tools technical investigations,"'technical', 'apr', 'novartis', 'novartis business units', 'support validation', 'opv', 'novartis', 'create', 'opv', 'site validation', 'opv monitor', 'discoverant', 'opv', 'support', 'coordinate', 'operations center', 'global', 'opv monitor', 'novstyle', 'subway', 'esops', 'novartis', 'coordinates', 'qa', 'qc', 'reg cmc', 'di', 'data', 'qa', 'qc', 'quality assurance', 'regulatory', 'minimum', 'minitab', 'basic', 'capa', 'basic', 'minitab', 'good', 'english', 'bachelor', 'pharmacy', 'pharmaceutical technology', 'chemical engineering', 'chemistry'","'validation corrective', 'capa', 'incident investigation minitab'",Class 1
Associate Vice President - Product Engineering - Mobile,LogiNext,Mumbai,On-site,0.010825075,0.00211106,22,Internet , Executive,Full-time ,android development android studio firebase java kotlin memory management sqlite unit testing xcode ios development,"'ios', 'build', 'own', 'maintain', 'collaborate', 'demonstrate', 'bachelor', 'computer science', 'information technology', 'strong', 'swift', 'sqlite', 'ide', 'xcode', 'android studio', 'hands', 'location', 'services', 'rest web services integration', 'fcm', 'firebase', 'battery optimization techniques', 'strong', 'deep', 'proven', 'agile sdlc', 'experience', 'android', 'ios', 'excellent'","'android', 'android studio firebase java kotlin memory', 'sqlite unit'",Class 2
Associate - Category Management,Myntra,Bengaluru,On-site,0.053909953,0.118861863,200,Computer Software , Mid-Senior level,Full-time ,analytical skills attention to detail category management microsoft excel organization skills process orientation,"'associate', 'category management', 'teamwatches', 'myntra', 'supply', 'pos', 'rtv', 'demand', 'myntra', 'work', 'understand', 'execute', 'graduate', 'nift', 'mba', 'strong ms excel', 'strong', 'strong'","'analytical', 'skills attention', 'detail category', 'microsoft excel organization skills process'",Class 2
Cloud native Developer,HARMAN International,Bengaluru,On-site,0.538614821,0.272384121,43,Consumer Electronics , Associate,Full-time ,communication hypertext transfer protocol (http) interfaces json microservices presentation skills presentations web architecture,"'cloud', 'aws', 'azure', 'google cloud platform', 'docker', 'kubernetes', 'devops', 'java', 'python', 'go', 'librariesmicroservices architecture', 'api', 'terraform', 'ansible', 'web', 'git', 'github', 'http', 'rest', 'javascript', 'sq', 'json', 'angular', 'react', 'android'","'http', 'json microservices', 'skills presentations web architecture'",Class 1
Sr. Software Engineer,GE Digital,Hyderabad,On-site,0.053909953,0.04552547,13,Computer Software , Mid-Senior level,Full-time ,communication databases electric utility java microsoft sql server programming sap document management system (dms) sql scripting software development,"'senior', 'software', 'excellence', 'ems', 'energy management system', 'dts', 'dispatcher', 'dms', 'distribution management systems', 'gas', 'provide', 'collaborate', 'energy management system', 'ems', 'distribution management system', 'dms', 'consults', 'ems', 'dms functional software', 'provides', 'provides', 'bachelor', 'degree', 'electrical', 'masters', 'power', 'stem', 'science', 'technology', 'engineering', 'math', 'work', 'java', 'perl', 'powershell', 'sql', 'mssql', 'excellent', 'ems', 'dms', 'delivered', 'distribution network applications', 'power', 'fault location', 'isolation', 'service restoration', 'load', 'volt var management', 'distribution', 'experience', 'strong', 'proven', 'ability', 'strong', 'ability', 'ensures', 'makes', 'continuously', 'strong', 'strong', 'effective'","'electric utility java microsoft', 'dms', 'sql'",Class 2
Product Management work from home job/internship at Attitude MatterZ,Attitude matterZ,India,Remote,0.002746661,0.000172097,54,Higher Education , Internship,Part-time ,business communications market research marketing analytics marketing communications marketing materials product life cycle product lifecycle management product management product marketing qualitative analysis,"'monitor', 'learn', 'drive', 'work', 'ams', 'conduct', 'develop', 'work', 'business', 'microstrategy', 'tableau'",'business communications market',Class 2
Assistant Manager Security,Hyatt Hotels Corporation,Raipur,On-site,0.538614821,0.845766407,103,Hospitality , Mid-Senior level,Full-time ,emergency management internal customers key performance indicators presentations security operations,'front office departmental operations',"'emergency', 'management internal'",Class 3
IT Delivery,Infosys BPM,Bengaluru,On-site,0.538614821,0.387241854,116,Information Technology & Services , Mid-Senior level,Full-time ,architecture business requirements debugging design principles quality assurance quality processes solid design principles service levels software quality software quality assurance,"'digital business', 'infosys'","'architecture', 'business requirements', 'levels software quality software quality assurance'",Class 1
Associate II - Business Finance,UST,Thiruvananthapuram,On-site,0.538614821,0.349150987,80,Information Technology & Services , Entry level,Full-time ,accounts payable communication computation financial controlling kpi reporting key performance indicators problem solving profitability analysis query writing variance analysis,"'business finance', 'implement', 'communicate', 'delivery teams', 'client executives', 'ownership', 'kpi', 'implement', 'resolve', 'responsible', 'work', 'accuracy', 'meet', 'tat', 'query', 'work', 'recognize', 'assist', 'kpi', 'assist', 'maintain', 'resolve', 'implement', 'implement', 'acquire', 'responsible', 'propose', 'ability', 'analytical', 'orientation', 'good', 'ability', 'accuracy', 'ability', 'ability', 'team', 'problem', 'query', 'thorough', 'solid', 'good', 'experience', 'accounts', 'conversant', 'financial'",'payable communication',Class 1
"Associate- Credit Research, European IG",BlackRock,Gurgaon,Hybrid,0.538614821,0.291268931,76,Financial Services ,Senior level,Full-time,capital structure chartered financial analyst communication credit appraisals credit rating credit reports financial modeling presentations roadshows total return,"'fundamental', 'emea', 'credit', 'restructuring', 'annual', 'motivated', 'excellent', 'strong excel', 'mba', 'finance', 'cfa', 'experience', 'excellent', 'familiarity', 'bloomberg', 'capital'","'capital', 'structure chartered financial analyst', 'credit appraisals credit', 'credit reports'",Class 1
Facilities Coordinator,JLL,Bengaluru,On-site,0.538614821,0.867370353,5,Real Estate , Entry level,Full-time ,communication customer satisfaction housekeeping incident reporting key performance indicators occupational health receptionist duties service levels service-level agreements (sla) vendor management,"'dynamicsour', 'us'","'duties service levels', 'sla', 'vendor management'",Class 3
Finance Program & Ops Associate-Order to Cash Processing,Accenture in India,Gurgaon,On-site,0.538614821,0.490626434,29,Information Technology & Services , Entry level,Full-time ,cash application finance invoicing operations order management order to cash purchase orders,"'skill', 'cash processing', 'cash application', 'level', 'associatejob', 'yearsaccenture', 'strategy', 'technology', 'operations', 'accenture', 'advanced technology', 'intelligent operations', 'cash processing', 'order'","'cash', 'application finance', 'cash purchase orders'",Class 3
Associate - Category Management,Myntra,Bengaluru,On-site,0.053909953,0.118861863,200,Computer Software , Mid-Senior level,Full-time ,marketingcategory management communication communication training critical thinking data analysis interpersonal skills presentations sales sales & marketing,"'teammyntra', 'india', 'largest online', 'flipkart', 'myntra', 'casual wear', 'myntra', 'keythe', 'build', 'stay', 'men', 'casual wear', 'fashion'","'marketingcategory', 'skills presentations'",Class 2
Ecommerce Product Manager,A.P. Moller - Maersk,Mumbai,Hybrid,0.538614821,0.617680128,200,Transportation/Trucking/Railroad , Mid-Senior level,Full-time ,conflict resolution cost leadership e-commerce e-commerce optimization ebit ecl enterprise solution design software configuration management technical solution design third-party logistics (3pl),"'key', 'ecommerce', 'ecl', 'area', 'product head', 'contract', 'ecl', 'regional', 'global ecl strategy', 'area business plan', 'ecl', 'ecl regional', 'ecl', 'ecl', 'omnichannel', 'booster', 'area wnd product manager', 'regional', 'ecl', 'omnichannel', 'maersk cen', 'regional', 'ibs', 'ecl', 'ecl', 'cl', 'ecl', 'product', 'ecommerce logistics', 'ecl', 'foster', 'ecl', 'ecom', 'ecl', 'pipeline', 'customers', 'ecommerce', 'scm', 'retail', 'lifestyle', 'apparel', 'consumer electronics'","'conflict', 'resolution cost leadership'",Class 3
Financial Analyst- Reporting (FPNA),Baxter International Inc.,Gurgaon,On-site,0.538614821,0.420020652,115,Medical Device , Entry level,Full-time ,accounting standards corporate finance finance finance domain internal controls investor relations operating manuals quarterly reviews reporting requirements training manuals,"'delivery', 'global fp', 'global fp', 'corporate finance', 'investor relations', 'liaise', 'global fp', 'liaise', 'investor relations', 'responsible', 'monthly management dashboards', 'business finance dashboards', 'work', 'smes', 'understand', 'contribute', 'develop', 'responsible', 'smes', 'liaise', 'analytics', 'global fp', 'guarantee global', 'expert', 'excellent', 'expert', 'excel vba', 'excellent', 'power bi', 'alteryx', 'powerbi', 'experience', 'jd edwards', 'jde', 'hyperion planning', 'cognos', 'tableau', 'alteryx', 'perform', 'experience', 'cloud data', 'experience', 'aws', 'aws glue', 'aws athena', 'aws redshift', 'quick sight', 'relevant', 'business intelligence', 'etl', 'digitally', 'excellent', 'ability', 'ability', 'ability', 'english', 'master', 'computer science', 'engineering', 'finance', 'math', 'certifications'",'corporate finance finance finance domain internal controls',Class 1
Technical care specialist,Nokia,Chennai,On-site,0.538614821,0.909258834,48,Telecommunications ,Senior level,Full-time,dsl element management systems fiber to the home (ftth) gigabit-capable passive optical network (gpon) network management systems (nms) ont outages pon shooting video troubleshooting,"'nokia fixed access', 'sla', 'service level', 'analysis', 'rotation', 'engage', 'transfers', 'provide', 'identifies', 'expert', 'contributes', 'root causes analysis', 'rca', 'complies', 'creates', 'develops', 'protocol', 'dsl', 'sip', 'igmp', 'snmp', 'sntp', 'dhcp', 'pppoe', 'product', 'isam', 'isam', 'ams', 'strong', 'basic', 'ip', 'linux', 'candidate', 'ethisphere', 'bloomberg', 'workplace pride global benchmark', 'hrc foundation'","'dsl element management systems', 'home', 'ftth', 'gpon', 'network management systems', 'nms', 'ont outages'",Class 3
"R&D IT, Associate Solutions Engineer Lab Systems",Alcon,Bengaluru,On-site,0.538614821,0.272728316,38,Medical Device , Entry level,Full-time ,3rd party integrations design documents end user training gxp hardware configuration process validation technical design user acceptance testing user requirements user training,"'alcon lab', 'r', 'mto', 'qa', 'participate', 'alcon lab', 'program', 'debug'",'party integrations',Class 1
Lead I - Software Engineering,UST,Thiruvananthapuram,Hybrid,0.538614821,0.349150987,7,Information Technology & Services , Mid-Senior level,Full-time ,analytical skills microsoft dynamics microsoft dynamics 365 microsoft power automate requirements analysis software development,"'power platform', 'common data service', 'cds', 'common data model', 'cdm', 'expertise', 'microsoft', 'using', 'canvas', 'powerapps', 'pcf', 'sql server', 'ssis', 'power bi', 'omnichannel implementation', 'roles', 'crm', 'accustomed', 'experienced', 'full', 'candidate', 'participate'","'skills microsoft dynamics microsoft', 'microsoft power automate requirements analysis software'",Class 1
Inside Sales Specialist,HealthifyMe,Bengaluru,On-site,0.026981904,0.020846719,200,"Health, Wellness & Fitness ", Associate,Full-time ,client relations communication deal closure english inside sales negotiation sales sales processes skilled multi-tasker time management,"'job', 'users', 'generate', 'understand', 'english', 'tamil', 'telugu', 'malayalam', 'kannada', 'marathi', 'bengali', 'weight loss', 'sales', 'immediate'","'client', 'relations communication deal closure english'",Class 2
Technical Account Manager,Tanla Platforms Limited,Mumbai,On-site,0.026981904,0.008983479,172,Computer Software , Mid-Senior level,Full-time ,account management attention to detail communication computer science customer relationship management (crm) customer requirements customer support english interpersonal skills management information systems (mis),'technical account',"'account', 'detail communication computer science customer relationship management', 'crm', 'customer requirements customer support english', 'skills management', 'mis'",Class 2
New Associate-Telecom Operations,Accenture in India,Mumbai,On-site,0.538614821,0.490626434,104,Information Technology & Services , Entry level,Full-time ,customer service management it service management operations telecommunications,"'skill', 'operations', 'customer service', 'new', 'yearsaccenture', 'strategy', 'technology', 'operations', 'accenture', 'advanced technology', 'intelligent operations', 'network operations', 'telecom operations', 'customer service', 'ability', 'commitment', 'written', 'ability', 'inbound', 'customer', 'outboundcustomer service technology'","'customer', 'service'",Class 3
Head of Business Development,iHub Anubhuti-IIITD Foundation,New Delhi,On-site,0.000592417,4.59E-05,109,Non-profit Organization Management ,Senior level,Full-time,client requirements communication market requirements documents market research negotiation probation rfp shortlisting technology consulting thought leadership,"'ihub', 'indraprastha institute', 'information technology delhi', 'national mission', 'systems', 'india', 'technology innovation hub', 'science', 'technology', 'dst', 'govt', 'india'",'client requirements communication market requirements documents market',Class 2
Travel Desk Executive,ClearTrail Technologies,Indore,On-site,0.010825075,0.003086278,91,Computer Software , Associate,Full-time ,check-in communication english expense reports finance foreign exchange (fx) trading management information systems (mis) ticketing systems transportation management vendor management,"'candidate', 'travel', 'intl', 'dom ticketing', 'hotel', 'car', 'visa', 'passport', 'forex', 'open'","'mis', 'systems transportation'",Class 2
Assistant Manager - Human Resource,Gramophone,Gurgaon,On-site,0.026981904,0.003969711,104,Internet , Mid-Senior level,Full-time ,employee relations exit interviews hr operations hr policies interpersonal skills job fairs labor relations new hires screening resumes talent management,"'gramophone', 'india', 'gramophone', 'intelligent farming platform', 'gramophone', 'info edge', 'asha impact', 'siana capital', 'gramophone', 'prepare job', 'create', 'screen', 'conduct', 'interview', 'track', 'host', 'follow', 'drive employee life', 'ensure', 'able', 'perform', 'proven', 'recruiter', 'naukri', 'monster', 'linkedin', 'facebook', 'github', 'stack overflow', 'strong', 'good'","'employee', 'relations exit interviews', 'skills job fairs labor relations new hires screening resumes talent'",Class 2
Customer Care Professional,American Express,Gurugram,On-site,0.538614821,0.847074346,200,Financial Services , Associate,Full-time ,american express ctc communication customer service customer-focused service inbound marketing job description development oral communication recruiting shareholder,"'atruba.ali', 'ctc', 'expected ctc', 'np', 'international voice', 'employees', 'customer', 'shareholder'","'american', 'express ctc'",Class 3
Desktop Engineer,BPM LLP,Bengaluru,On-site,0.053909953,0.013779257,162,Accounting , Associate,Full-time ,active directory customer service firewalls group policy microsoft endpoint configuration manager network administration oral communication system administration technical documentation troubleshooting,"'os platforms', 'experience', 'sccm', 'intune', 'strong', 'disk', 'develop', 'analyzes', 'engineers', 'develops', 'able', 'create detail', 'engineering', 'full', 'windows client', 'full', 'mobile', 'vbs', 'powershell', 'batch', 'expertise', 'sccm', 'intune', 'microsoft active directory', 'azure', 'aad', 'microsoft mem', 'excellent', 'excellent', 'ability', 'strong', 'expertise', 'windows', 'dhcp', 'dns', 'vpn', 'windows active directory', 'gpo', 'rsop', 'microsoft office', 'm365', 'teams', 'defender', 'extensive', 'quickbooks', 'lacerte', 'cch suite', 'manage', 'configure', 'sccm', 'manage', 'im', 'deploy', 'azure ad', 'assist', 'build sccm', 'anticipate', 'practice', 'analyze', 'recommend', 'conduct', 'create', 'participate', 'develop', 'manage', 'any'","'microsoft endpoint', 'network administration', 'system administration technical'",Class 2
System Engineer - Modernization Hub,Emerson,Pune,On-site,0.538614821,0.470949977,63,Mechanical Or Industrial Engineering , Entry level,Full-time ,piping and instrumentation drawing (p&id) project documentation quality processes system configuration,"'has', 'dcs', 'project execution', 'interpreting', 'id', 'implementation', 'dcs', 'escalate', 'take', 'participation', 'fat', 'willingness', 'quality control', 'assurance', 'implementation', 'quality', 'perform', 'sis', 'hardware', 'implementation', 'batch implementation', 'testing', 'dcs', 'hmi', 'db', 'logic configuration', 'honeywell', 'abb', 'xa800', 'advant', 'mod300', 'schenider foxboro', 'plc systems', 'serial', 'modbus', 'profibus', 'opc', 'project', 'documentation', 'tools', 'standards'",'instrumentation',Class 3
Business Development Executive,Epicenter,Mumbai,On-site,0.053909953,0.017094998,41,Outsourcing/Offshoring , Mid-Senior level,Full-time ,lead generationbusiness communications business development case studies cold calling communication english microsoft powerpoint spoken english,"'new', 'us', 'meet', 'lead', 'draft responses', 'rfx'","'generationbusiness communications business', 'microsoft', 'powerpoint spoken english'",Class 2
Manager - Mumbai - Technology Consulting,PwC India,Mumbai,On-site,0.269334339,0.204807251,72,Management Consulting , Mid-Senior level,Full-time ,professional skills statutory accounting principles (sap) strategy to execution technology consulting,"'act', 'coach', 'analyse', 'use', 'address', 'use', 'simplify'","'skills statutory accounting principles', 'sap', 'strategy', 'execution technology'",Class 1
Mgr-Human Resources I,Courtyard by Marriott,Tiruchirappalli,On-site,0.538614821,0.124873795,11,Hospitality , Mid-Senior level,Full-time ,human resources (hr)employee engagement employee relations hr policies talent management,"'collectors office road', 'tiruchirappalli', 'tamil nadu', 'india'",'employee engagement employee relations hr policies talent',Class 1
Assistant Manager - Sales Support,Emerson,Pune,Hybrid,0.538614821,0.470949977,163,Mechanical Or Industrial Engineering , Mid-Senior level,Full-time ,business case preparation communication customer requirements english interpersonal communication interpersonal skills key performance indicators language skills presentations request for quotation (rfq),"'batch pursuits', 'analyze rfq', 'customer'","'business', 'case', 'skills key performance', 'language skills', 'quotation', 'rfq'",Class 3
Assistant Manager-SOX Compliance and Controls Testing,Infosys BPM,Pune,On-site,0.538614821,0.387241854,180,Information Technology & Services , Mid-Senior level,Full-time ,accounting auditing financial audits internal controls risk assessment root cause analysis sarbanes-oxley act,"'perform', 'risk assessments', 'process walkthroughs', 'process documentation', 'process flow diagrams', 'finalize risk', 'control', 'perform test', 'control effectiveness', 'control design', 'sox', 'isae', 'perform interventions', 'client', 'root cause analysis', 'critical risk tracker', 'client engagement', 'compile', 'reasonable', 'financial', 'accounting processes', 'reasonable knowledge', 'performed internal', 'operational', 'financial audits', 'key', 'isae', 'ssae', 'sox', 'strong analytical skills', 'strong spreadsheet', 'english language', 'bpo', 'experience', 'analytical', 'expert knowledge', 'erp', 'information system', 'sap', 'oracle financials', 'reasonable', 'information technology'",'financial audits internal controls risk assessment root cause analysis',Class 1
Business Development Manager - Telesales,HDFC Life,Gandhinagar,On-site,0.538614821,0.416406609,175,Insurance , Associate,Full-time ,business business development customer relationship management (crm) management information systems (mis) microsoft excel microsoft powerpoint sales sales processes sales strategy telemarketing,"'the department', 'indian', 'international financial services', 'indian', 'international financial services centres', 'hdfc re', 'ifsc insurance', 'gift city', 'ifsc', 'india', 'hdfc re', 'follow', 'ensure', 'excel', 'word', 'powerpoint', 'crm'","'business', 'business development customer relationship management', 'crm', 'mis', 'microsoft excel microsoft', 'sales strategy'",Class 1
Senior Executive Purchase,Modulus Housing,Greater Chennai Area,On-site,0.002746661,0.000699862,104,Construction ,Mid-senior level,Full-time,analytical skills business requirements data interpretation erp software infor enterprise resource planning (erp) modular construction negotiation request for quotation (rfq) spend analysis supply chain management,"'volumetric', 'planar', 'india.', 'support', 'ltp', 'spend analysis', 'assessment', 'mitigation', 'rfq', 'sr', 'payment', 'finance', 'accounts', 'business', 'provide', 'system', 'able', 'good', 'analytic', 'bachelor', 'engineering', 'mechanical', 'civil', 'experience', 'construction', 'supply', 'erp', 'sap', 'oracle', 'cost analysis', 'negotiation skills', 'documentation', 'fluency'","'skills business requirements data', 'erp', 'modular construction', 'quotation', 'rfq', 'analysis supply chain'",Class 2
Senior Application Engineer - IT,Technip Energies,Chennai,On-site,0.538614821,0.12820101,87,Information Technology & Services , Mid-Senior level,Full-time ,business analysis.net framework application management c# it development itil microsoft sql server project management,"'technip', 'energiesat technip energies', 'senior application', 'application portfolio', 'local systems', 'india', 'senior application manager', 'senior application manager', 'ids', 'digital', 'business', 'business', 'application', 'prince2', 'itil', 'english', 'recruiting team', 'linkedin', 'instagram', 'facebook', 'twitter', 'youtube'","'business', 'microsoft sql server project'",Class 1
Business Development FCL Sales,Allcargo Logistics Ltd,Bengaluru,On-site,0.269334339,0.020686095,174,Transportation/Trucking/Railroad , Mid-Senior level,Full-time ,business business development fcl sales,"'job', 'business development manager', 'manager', 'senior manager', 'manager', 'location', 'chennai', 'tuticorin', 'bangalore', 'vizag', 'hyderabad', 'gurgaon', 'ludhiana', 'kolkata', 'pune', 'gandhidham', 'rajkot', 'baroda', 'ahmedabad', 'minimum', 'business'","'business', 'business development'",Class 2
Data Analysis - Associate,Fiserv,Thane,On-site,0.538614821,0.383719596,200,Information Technology & Services ,Mid-senior level,Full-time,attention to detail communication data analysis data analytics datasets presentations problem solving report writing sap businessobjects written communication,"'develop', 'collaborate', 'conduct', 'provide', 'maintain', 'technical', 'experience', 'business objects', 'able', 'accuracy', 'adept', 'computer science', 'information technology', 'minimum', 'excel', 'vba', 'vbs', 'selenium', 'java', 'python', 'power bi', 'experience', 'business objects', 'verbal', 'written'",'detail communication data analysis data analytics datasets',Class 1
Bus Process Delivery New Associate-Content Management,Accenture in India,Hyderabad,On-site,0.538614821,0.490626434,26,Information Technology & Services , Entry level,Full-time ,attention to detail business requirements content management decision-making moderating operations process improvement trust and safety,"'skill', 'management', 'content', 'level', 'new', 'yearsaccenture', 'strategy', 'technology', 'operations', 'accenture', 'advanced technology', 'intelligent operations', 'safety', 'accenture operations', 'accenture', 'safety', 'due'","'detail business', 'safety'",Class 3
